modality,model,parametersNum,meanAccuracyTraining,meanAccuracyValidation,meanAccuracyTest,meanR2Training,meanR2Validation,meanR2Test,meanCCCTraining,meanCCCValidation,meanCCCTest,meanLossTraining,meanLossValidation,meanLossTest,elapsedTime,weights,dataset,audioSegmentNum,audioWidth,audioHeight,audioChannelNum,EpochNum,batchSizeTraining,trainingShuffle,batchSizeValidation,validationShuffle,batchSizeTest,testShuffle,optimizer,learningRate,lossFunctionEvaluationTraining,lossFunctionEvaluationValidation,lossFunctionEvaluationTest,lossFunctionTraining,torchVersion,torchDevice,torchCudaVersion,GPUName,O_AccuracyTraining,C_AccuracyTraining,E_AccuracyTraining,A_AccuracyTraining,N_AccuracyTraining,O_AccuracyValidation,C_AccuracyValidation,E_AccuracyValidation,A_AccuracyValidation,N_AccuracyValidation,O_AccuracyTest,C_AccuracyTest,E_AccuracyTest,A_AccuracyTest,N_AccuracyTest,O_R2Training,C_R2Training,E_R2Training,A_R2Training,N_R2Training,O_R2Validation,C_R2Validation,E_R2Validation,A_R2Validation,N_R2Validation,O_R2Test,C_R2Test,E_R2Test,A_R2Test,N_R2Test,O_CCCTraining,C_CCCTraining,E_CCCTraining,A_CCCTraining,N_CCCTraining,O_CCCValidation,C_CCCValidation,E_CCCValidation,A_CCCValidation,N_CCCValidation,O_CCCTest,C_CCCTest,E_CCCTest,A_CCCTest,N_CCCTest
Audio,Vgg,776784901,0.8646215081214905,0.88775836105148,0.8854170814156532,-0.1340063254038493,-0.05210692087809245,-0.15891560792922974,1.5175091562115501e-06,-1.1996412743432461e-05,-6.763398465249238e-05,0.027405419293791054,0.11208421289920807,0.11418458819389343,0:18:19.686588,,Tiny chalearn,1,64,96,1,10,4,False,4,False,10,False,SGD,0.01,L1Loss,L1Loss,L1Loss,MSELoss,2.4.1+cu121,cuda,12.1,Tesla T4,0.8502432703971863,0.8735011667013168,0.8657660633325577,0.8728726804256439,0.8596649169921875,0.8683752566576004,0.8872737661004066,0.8856552988290787,0.9065890461206436,0.8901044353842735,0.8821521624922752,0.8856023922562599,0.8956260457634926,0.8875243291258812,0.8741531074047089,-0.39674806594848633,-0.04415321350097656,-0.0005006790161132812,-0.10904324054718018,-0.13711988925933838,-0.1797771453857422,-0.0022722482681274414,-0.06426620483398438,-0.009657621383666992,-0.012050032615661621,-0.4738192558288574,-0.027907609939575195,-0.20993244647979736,-0.10754776000976562,-0.009392976760864258,-4.423969143844032e-05,-6.569422873927374e-05,1.73698851627235e-05,-6.78802911826193e-06,6.331879392980342e-05,-4.763106405702323e-06,-5.947183665094666e-07,-4.7210922277563934e-05,-6.648525404393877e-05,-2.3395661021031852e-05,-0.00018925532998237952,-9.036972594585038e-05,6.773668795139986e-05,-3.3672405267398706e-05,4.6581326268901124e-05
